单位编码,单位名称,医院项目编码,医院项目名称,国标编码,国标名称,备注
,南京江宁卫生信息平台,C95.751,非白血性白血病[白细胞不增多性血病] (M98040/3),C95.700,"白血病,其他的",
,南京江宁卫生信息平台,Z85.651,白血病个人史,Z85.600,白血病个人史,
,南京江宁卫生信息平台,Z80.651,白血病家族史,Z80.600,白血病家族史,
,南京江宁卫生信息平台,D46.952,白血病前期(综合征) (M99890/1),D46.901,白血病前期综合征,
,南京江宁卫生信息平台,C91.452,白血病性网状内皮细胞增多症 (M99410/3),C91.401,白血病性网状内皮细胞增多症,
,南京江宁卫生信息平台,A37.901,百日咳 NOS,A37.900,百日咳,
,南京江宁卫生信息平台,A37.051,博德特杆菌百日咳,A37.000,百日咳博德特杆菌性百日咳,
,南京江宁卫生信息平台,A37.902+,百日咳合并肺炎,A37.901？,百日咳肺炎,
,南京江宁卫生信息平台,A41.901,败血症 NOS,A41.900,败血症,
,南京江宁卫生信息平台,A41.951,坏疽性败血病,A41.900,败血症,
,南京江宁卫生信息平台,A41.953,败血病性休克,A41.900,败血症,
,南京江宁卫生信息平台,A41.803,霉菌性败血症,A41.800,败血症，其他特指的,
,南京江宁卫生信息平台,A41.804,其他特指的败血症,A41.800,败血症，其他特指的,
,南京江宁卫生信息平台,A20.751,败血症性鼠疫,A20.700,败血症型鼠疫,
,南京江宁卫生信息平台,M65.345,弹响指,M65.300,扳机指,
,南京江宁卫生信息平台,M65.391,扳机状指,M65.300,扳机指,
,南京江宁卫生信息平台,K76.601,班替氏综合征,K76.603,班蒂综合征,
,南京江宁卫生信息平台,L40.052,斑块状牛皮癣,L40.001,斑块状银屑病,
,南京江宁卫生信息平台,Q80.451,斑色胎,Q80.400,斑色胎儿,
,南京江宁卫生信息平台,Q80.452,胎儿鱼鳞病,Q80.400,斑色胎儿,
,南京江宁卫生信息平台,B74.051,班氏丝虫病,B74.000,斑氏吴策线虫引起的丝虫病,
,南京江宁卫生信息平台,B74.052,班氏象皮腿,B74.000,斑氏吴策线虫引起的丝虫病,
,南京江宁卫生信息平台,L63.901,斑秃 NOS,L63.900,斑秃,
,南京江宁卫生信息平台,K00.351,斑釉病(症)[氟斑牙、黄斑牙],K00.300,斑釉牙,
,南京江宁卫生信息平台,A77.951,斑疹热[蜱媒介的立克次氏体病] NOS,A77.900,斑疹热,
,南京江宁卫生信息平台,A77.952,蜱媒介的斑疹伤寒 NOS,A77.900,斑疹热,
,南京江宁卫生信息平台,A77.851,其他物指的斑疹热,A77.800,"斑疹热,其他的",
,南京江宁卫生信息平台,A75.901,斑疹伤寒 NOS,A75.900,斑疹伤寒,
,南京江宁卫生信息平台,L90.851,斑点状皮肤萎缩,L90.801,斑疹性皮肤萎缩,
,南京江宁卫生信息平台,Q85.851,面部错构瘤,Q85.800,斑痣性错构瘤病，其他的不可归类在他处者,
,南京江宁卫生信息平台,Q85.852,口内错构瘤,Q85.800,斑痣性错构瘤病，其他的不可归类在他处者,
,南京江宁卫生信息平台,Q85.853,颈部错构瘤,Q85.800,斑痣性错构瘤病，其他的不可归类在他处者,
,南京江宁卫生信息平台,Q85.854,上肢错构瘤,Q85.800,斑痣性错构瘤病，其他的不可归类在他处者,
,南京江宁卫生信息平台,Q85.855,下肢错构瘤,Q85.800,斑痣性错构瘤病，其他的不可归类在他处者,
,南京江宁卫生信息平台,Q85.856,躯干错构瘤,Q85.800,斑痣性错构瘤病，其他的不可归类在他处者,
,南京江宁卫生信息平台,Q85.857,锁骨上错构瘤,Q85.800,斑痣性错构瘤病，其他的不可归类在他处者,
,南京江宁卫生信息平台,Q85.858,胸壁错构瘤,Q85.800,斑痣性错构瘤病，其他的不可归类在他处者,
,南京江宁卫生信息平台,Q85.859,肝错构瘤,Q85.800,斑痣性错构瘤病，其他的不可归类在他处者,
,南京江宁卫生信息平台,Q85.860,腹股沟错构瘤,Q85.800,斑痣性错构瘤病，其他的不可归类在他处者,
,南京江宁卫生信息平台,Q85.861,肌间错构瘤,Q85.800,斑痣性错构瘤病，其他的不可归类在他处者,
,南京江宁卫生信息平台,Q85.905,鼻部错构瘤,Q85.800,斑痣性错构瘤病，其他的不可归类在他处者,
,南京江宁卫生信息平台,L41.801,斑状类银屑病[持久性黄色红皮病],L41.801,斑状副银屑病,
,南京江宁卫生信息平台,L90.502,瘢痕,L90.501,瘢痕,
,南京江宁卫生信息平台,L90.552,下肢瘢痕,L90.501,瘢痕,
,南京江宁卫生信息平台,L90.555,手部瘢痕,L90.501,瘢痕,
,南京江宁卫生信息平台,L90.556,上肢瘢痕,L90.501,瘢痕,
,南京江宁卫生信息平台,L90.557,颈部瘢痕,L90.501,瘢痕,
,南京江宁卫生信息平台,L90.558,面部瘢痕,L90.501,瘢痕,
,南京江宁卫生信息平台,L91.001,瘢痕疙瘩,L91.000,瘢痕疙瘩,
,南京江宁卫生信息平台,L94.051,艾迪森氏瘢痕疙瘩(瘤),L91.000,瘢痕疙瘩,
,南京江宁卫生信息平台,B48.051,瘢痕瘤性芽生菌病,B48.000,瘢痕疙瘩性芽生菌病,
,南京江宁卫生信息平台,B48.052,洛博病,B48.000,瘢痕疙瘩性芽生菌病,
,南京江宁卫生信息平台,B48.053,洛博芽生菌病,B48.000,瘢痕疙瘩性芽生菌病,
,南京江宁卫生信息平台,L90.501,瘢痕挛缩,L90.502,瘢痕挛缩,
,南京江宁卫生信息平台,L90.554,瘢痕畸形,L90.502,瘢痕挛缩,
,南京江宁卫生信息平台,H02.001,瘢痕性倒睫,H02.002,瘢痕性倒睫,
,南京江宁卫生信息平台,L12.101,良性粘膜类天疱疮(瘢痕性类天疱疮),L12.100,瘢痕性类天疱疮,
,南京江宁卫生信息平台,L66.951,瘢痕性脱发 NOS,L66.900,瘢痕性脱发,
,南京江宁卫生信息平台,L66.851,其他瘢痕性脱发,L66.800,瘢痕性脱发，其他的,
,南京江宁卫生信息平台,J39.201,瘢痕性咽狭窄,J39.201,瘢痕性咽狭窄,
,南京江宁卫生信息平台,K31.151,瘢痕性幽门梗阻,K31.101,瘢痕性幽门梗阻,
,南京江宁卫生信息平台,L90.553,粘连性瘢痕,L90.503,瘢痕粘连,
,南京江宁卫生信息平台,L73.051,痤疮性瘢瘤,L73.000,瘢瘤性痤疮,
,南京江宁卫生信息平台,G51.851,龙贝格半侧颜面萎缩[单侧面神经萎缩],G51.802,半侧颜面萎缩症,
,南京江宁卫生信息平台,H83.101,半规管瘘,H83.101,半规管瘘,
,南京江宁卫生信息平台,E74.251,半乳糖激酶缺乏,E74.200,半乳糖代谢紊乱,
,南京江宁卫生信息平台,E74.201,半乳糖血症,E74.201,半乳糖血症,
,南京江宁卫生信息平台,S83.253,近期的半月板撕裂,S83.200,半月板撕裂，近期的,
,南京江宁卫生信息平台,S83.653,半月板损伤,M23.308,半月板损伤,
,南京江宁卫生信息平台,M23.315,内侧半月板前角紊乱,M23.300,半月板紊乱，其他的,
,南京江宁卫生信息平台,M23.325,内侧半月板后角紊乱,M23.300,半月板紊乱，其他的,
,南京江宁卫生信息平台,M23.335,内侧半月板紊乱,M23.300,半月板紊乱，其他的,
,南京江宁卫生信息平台,M23.365,陈旧性外侧半月板紊乱,M23.300,半月板紊乱，其他的,
,南京江宁卫生信息平台,M23.896,半月板钙化,M23.300,半月板紊乱，其他的,
,南京江宁卫生信息平台,F80.351,后天性失语伴有癫痫[兰道－克勒失纳综合征],F80.300,伴有癫痫的后天性失语［兰道-克勒夫纳综合征］,
,南京江宁卫生信息平台,D80.651,抗体缺乏伴有接近正常的免疫球蛋白或伴有高免疫球蛋白血症,D80.600,伴有接近正常的免疫球蛋白或伴有高免疫球蛋白血症的抗体缺陷,
,南京江宁卫生信息平台,F30.201,躁狂型精神病,F30.200,伴有精神病性症状的躁狂,
,南京江宁卫生信息平台,F32.351,重度抑郁发作伴有精神病性症状,F32.300,伴有精神病性症状的重度抑郁发作,
,南京江宁卫生信息平台,F23.151,急性多形性精神病性障碍伴有精神分裂症症状的,F23.100,伴有精神分裂症症状的急性多形性精神病性障碍,
,南京江宁卫生信息平台,D80.551,免疫缺陷伴有免疫球蛋白Ｍ[IgM]增多,D80.500,伴有免疫球蛋白M［IgM］增多的免疫缺陷,
,南京江宁卫生信息平台,S26.001,创伤性心包积血,S26.000,伴有心包积血的心脏损伤,
,南京江宁卫生信息平台,S26.0051,心脏损伤伴心包积血,S26.000,伴有心包积血的心脏损伤,
,南京江宁卫生信息平台,I09.151,慢性风湿性心内膜炎,I09.100,瓣膜风湿性心内膜疾病,
,南京江宁卫生信息平台,I09.152,慢性风湿性心瓣膜炎,I09.100,瓣膜风湿性心内膜疾病,
,南京江宁卫生信息平台,I38.X06,心内膜炎,I38.x00,瓣膜心内膜炎,
,南京江宁卫生信息平台,I38.X53,动脉硬化性心内膜炎,I38.x00,瓣膜心内膜炎,
,南京江宁卫生信息平台,I38.X54,非细菌性血栓性心内膜炎,I38.x00,瓣膜心内膜炎,
,南京江宁卫生信息平台,I97.101,瓣膜置换术后心脏瓣膜衰竭,I97.101,瓣膜置换术后心脏功能衰竭,
,南京江宁卫生信息平台,J93.801,包裹性气胸,J93.002,包裹性气胸,
,南京江宁卫生信息平台,I31.901,包裹性心包积液,I31.302,包裹性心包积液,
,南京江宁卫生信息平台,J90.X01,包裹性胸膜炎,J90.x01,包裹性胸膜炎,
,南京江宁卫生信息平台,J94.801,包裹性胸腔积液,J94.802,包裹性胸腔积液,
,南京江宁卫生信息平台,N48.802,包皮瘢痕,N48.801,包皮瘢痕,
,南京江宁卫生信息平台,C60.051,包皮恶性肿瘤,C60.000,包皮恶性肿瘤,
,南京江宁卫生信息平台,N47.X02,包皮过长,N47.x01,包皮过长,
,南京江宁卫生信息平台,N47.X01,包茎,N47.x00,包皮过长、包茎和嵌顿包茎,
,南京江宁卫生信息平台,N47.X51,包皮过紧,N47.x00,包皮过长、包茎和嵌顿包茎,
,南京江宁卫生信息平台,N48.151,包皮溃疡,N48.101,包皮溃疡,
,南京江宁卫生信息平台,N48.801,包皮囊肿,N48.802,包皮囊肿,
,南京江宁卫生信息平台,N47.X52,包皮嵌顿,N47.x02,包皮嵌顿,
,南京江宁卫生信息平台,N47.X03,包皮粘连,N47.x03,包皮粘连,
,南京江宁卫生信息平台,N43.052,包绕性睾丸水囊肿,N43.001,包绕性睾丸鞘膜积液,
,南京江宁卫生信息平台,N43.051,包绕性鞘膜积液,N43.000,包绕性鞘膜积液,
,南京江宁卫生信息平台,B42.901,孢子丝菌病 NOS,B42.900,孢子丝菌病,
,南京江宁卫生信息平台,B48.852,不育大孢子菌病,B42.900,孢子丝菌病,
,南京江宁卫生信息平台,B42.851,其他形式孢子丝菌病,B42.800,孢子丝菌病，其他形式的,
,南京江宁卫生信息平台,N02.955,良性再生性血尿[家族性良性血尿],N02.903,薄基底膜肾病,
,南京江宁卫生信息平台,Z76.251,健康婴儿在家中不利的社会经济条件的情况下获得医疗、护理或监督,Z76.200,保健机构对其他健康婴儿和儿童的健康监督和照料,
,南京江宁卫生信息平台,Z76.252,健康婴儿在等待收养或领养处所的情况下获得医疗、护理或监督,Z76.200,保健机构对其他健康婴儿和儿童的健康监督和照料,
,南京江宁卫生信息平台,Z76.151,弃婴的健康监督和照料,Z76.100,保健机构对弃婴的健康监督和照料,
,南京江宁卫生信息平台,D65.X04,坏疽性紫癜,D65.x04,暴发性紫癜,
,南京江宁卫生信息平台,D65.X51,暴发性紫癜,D65.x04,暴发性紫癜,
,南京江宁卫生信息平台,T73.251,暴露于(不良环境)引起的衰竭,T73.200,暴露于不良环境引起的衰竭,
,南京江宁卫生信息平台,Z58.151,暴露于空气污染的问题,Z58.100,暴露于大气污染，具有潜在健康问题,
,南京江宁卫生信息平台,Z58.451,暴露于辐射的问题,Z58.400,暴露于辐射，具有潜在健康问题,
,南京江宁卫生信息平台,Z58.551,暴露于其他污染的问题,Z58.500,暴露于其他污染，具有潜在健康问题,
,南京江宁卫生信息平台,Z58.251,暴露于水污染的问题,Z58.200,暴露于水污染，具有潜在健康问题,
,南京江宁卫生信息平台,Z58.351,暴露于土壤污染的问题,Z58.300,暴露于土壤污染，具有潜在健康问题,
,南京江宁卫生信息平台,Z58.051,暴露于噪音的问题,Z58.000,暴露于噪声，具有潜在健康问题,
,南京江宁卫生信息平台,G51.002,面神经麻痹[贝尔氏麻痹；面神经炎],G51.000,贝尔面瘫,
,南京江宁卫生信息平台,Q87.353,贝克威恩－威德曼综合征,Q87.301,贝克威思-威德曼综合征,
,南京江宁卫生信息平台,S62.201,贝内特氏骨折[掌骨基底部骨折合并掌腕关节脱位],S62.201,贝内特骨折,
,南京江宁卫生信息平台,L20.051,贝尼耶痒疹,L20.000,贝尼耶痒疹,
,南京江宁卫生信息平台,M53.995,背部病 NOS,M53.900,背部病,
,南京江宁卫生信息平台,L03.352,背蜂窝组织炎,L03.302,背部蜂窝织炎,
,南京江宁卫生信息平台,L08.801,背部感染性窦道,L08.804,背部感染性窦道,
,南京江宁卫生信息平台,D21.601,背部结缔组织良性肿瘤,D21.601,背部结缔组织良性肿瘤,
,南京江宁卫生信息平台,L02.201,背部脓肿,L02.201,背部脓肿,
,南京江宁卫生信息平台,C44.501,背皮肤恶性肿瘤,C44.504,背部皮肤恶性肿瘤,
,南京江宁卫生信息平台,D23.501,背部皮肤良性肿瘤,D23.501,背部皮肤良性肿瘤,
,南京江宁卫生信息平台,M53.895,其他特指的背部痛,M53.800,背部痛，其他特指的,
,南京江宁卫生信息平台,D48.701,背部交界恶性肿瘤,D48.722,背动态未定肿瘤,
,南京江宁卫生信息平台,H35.005,肾病眼底改变,H35.000,背景性视网膜病变和视网膜血管改变,
,南京江宁卫生信息平台,H35.054,视网膜鞘(血管包鞘),H35.000,背景性视网膜病变和视网膜血管改变,
,南京江宁卫生信息平台,M54.945,背痛 NOS,M54.900,背痛,
,南京江宁卫生信息平台,M54.845,其他背痛,M54.800,背痛，其他的,
,南京江宁卫生信息平台,N28.801,被动性肾充血,N28.837,被动性肾充血,
,南京江宁卫生信息平台,T74.051,被忽视或遗弃,T74.000,被忽视或遗弃,
,南京江宁卫生信息平台,I25.051,动脉硬化性心血管病,I25.000,被描述为动脉硬化性心血管病,
,南京江宁卫生信息平台,I46.101,心原性猝死,I46.100,被描述为心脏性猝死,
,南京江宁卫生信息平台,K22.001,贲门失弛缓(贲门痉挛),K22.000,贲门弛缓不能,
,南京江宁卫生信息平台,C16.001,贲门恶性肿瘤,C16.000,贲门恶性肿瘤,
,南京江宁卫生信息平台,K22.201,贲门梗阻,K22.201,贲门梗阻,
,南京江宁卫生信息平台,K22.102,贲门溃疡,K22.102,贲门溃疡,
,南京江宁卫生信息平台,K22.151,贲门溃疡伴急性出血,K22.102,贲门溃疡,
,南京江宁卫生信息平台,D13.101,贲门良性肿瘤,D13.101,贲门良性肿瘤,
,南京江宁卫生信息平台,K22.101,贲门口糜烂,K22.101,贲门糜烂,
,南京江宁卫生信息平台,K21.901,贲门松驰,K21.902,贲门松弛,
,南京江宁卫生信息平台,S27.802,贲门损伤,S27.803,贲门损伤,
,南京江宁卫生信息平台,C16.801,胃底贲门恶性肿瘤,C16.801,贲门胃底恶性肿瘤,
,南京江宁卫生信息平台,D37.101,贲门交界恶性肿瘤,D37.103,贲门肿瘤,
,南京江宁卫生信息平台,T42.303,苯巴比妥意外中毒 (X41.969),T42.301,苯巴比妥中毒,
,南京江宁卫生信息平台,T42.304,苯巴比妥自杀 (X61.955),T42.301,苯巴比妥中毒,
,南京江宁卫生信息平台,T42.411,苯二氮卓安定中毒,T42.400,苯二氮类中毒,
,南京江宁卫生信息平台,T42.412,阿普唑伦中毒,T42.400,苯二氮类中毒,
,南京江宁卫生信息平台,T65.351,苯胺的毒性效应,T65.300,苯及其同类物的氮衍生物和胺衍生物的毒性效应,
,南京江宁卫生信息平台,T65.352,三硝基甲苯的毒性效应,T65.300,苯及其同类物的氮衍生物和胺衍生物的毒性效应,
,南京江宁卫生信息平台,T52.251,甲苯中毒 (X46.955),T52.200,苯同类物的毒性效应,
,南京江宁卫生信息平台,T52.252,二甲苯的毒性效应,T52.200,苯同类物的毒性效应,
,南京江宁卫生信息平台,T52.253,苯类中毒，意图不确定的 (Y16.951),T52.200,苯同类物的毒性效应,
,南京江宁卫生信息平台,T52.101,苯意外中毒 (X46.956),T52.101,苯中毒,
,南京江宁卫生信息平台,T52.102,服苯自杀 (X66.952),T52.101,苯中毒,
,南京江宁卫生信息平台,B48.151,鼻孢子虫病,B48.100,鼻孢子菌病,
,南京江宁卫生信息平台,B34.801,鼻病毒感染,B34.801,鼻病毒感染,
,南京江宁卫生信息平台,J20.651,鼻病毒引起的急性支气管炎,J20.600,鼻病毒急性支气管炎,
,南京江宁卫生信息平台,J34.002,鼻部脓肿,J34.001,鼻部脓肿,
,南京江宁卫生信息平台,J34.007,鼻脓肿,J34.001,鼻部脓肿,
,南京江宁卫生信息平台,C44.301,鼻部皮肤恶性肿瘤,C44.304,鼻部皮肤恶性肿瘤,
,南京江宁卫生信息平台,C44.351,外鼻基底细胞瘤 (M80900/3),C44.304,鼻部皮肤恶性肿瘤,
,南京江宁卫生信息平台,D23.301,鼻部皮肤良性肿瘤,D23.303,鼻部皮肤良性肿瘤,
,南京江宁卫生信息平台,D23.303,鼻唇沟良性肿瘤,D23.303,鼻部皮肤良性肿瘤,
,南京江宁卫生信息平台,J34.803,鼻部肿物,R22.003,鼻部肿物,
,南京江宁卫生信息平台,R04.001,鼻出血(鼻衄),R04.000,鼻出血,
,南京江宁卫生信息平台,C44.302,鼻唇沟恶性肿瘤,C44.306,鼻唇沟恶性肿瘤,
,南京江宁卫生信息平台,K09.801,鼻唇囊肿,K09.802,鼻唇囊肿,
,南京江宁卫生信息平台,B46.151+,鼻大脑毛霉菌病,B46.100,鼻大脑毛霉病,
,南京江宁卫生信息平台,M95.002,后天性鼻变形,M95.000,鼻的后天性变形,
,南京江宁卫生信息平台,M95.003,后天性鼻畸形,M95.000,鼻的后天性变形,
,南京江宁卫生信息平台,J34.012,鼻中隔肉芽肿,J34.000,鼻的脓肿、疖和痈,
